,text,label,emotion
72,i was a little sad at first  the sentence should be more than 5 or 10 characters long if you want to read this sentence with a,0,sadness
73,i love you its a simple way to express your love if you can write a sentence that expresses the feelings of a,0,sadness
74,im sorry i couldnt do that im sorry im sorry  in the same vein im sorry you,0,sadness
75,i didnt know how to handle it  i know you cant talk about sadness how do you explain it to someone,0,sadness
76,im sorry write a short sentence that expresses anger im sorry i,0,sadness
77,its my turn to tell you the truth this is an important step to getting to know how to be happy but it is a,0,sadness
78,im sorry to tell you that my son is out of the hospital i hope he doesnt have any more problems  you can then write the sentence,0,sadness
79,im sad because i cant look at the other side of the wall  you can also use this as a way to express your feelings by,0,sadness
80,i was just trying to get my mom to talk to me about what happened to my dad  you cant just write a sentence that expresses sadness,0,sadness
81,the first sentence will be a sad letter the second sentence will be a sad letter the third sentence will be a sad letter,0,sadness
82,i dont know why i was so sad when i was six my parents have taught me its not good to cry  but do you,0,sadness
83,its been a while since ive seen this  i have no idea where my dad went he said he was a guy,0,sadness
84,i dont want to have to talk about that  this is an incredibly common way to express sadness and its especially helpful to be able,0,sadness
85,i want to be with my daughter and be with her forever  dont judge a child by the age of five you dont,0,sadness
86,youre so sad that youre so sick  this is the best way to describe what a good nights sleep is,0,sadness
87,im a girl so im gonna be able to say something about my parents and my parents and i think thats kind of interesting ,0,sadness
88,im very sad about this situation and im so sorry  take a longterm perspective im very sorry that this situation,0,sadness
89,i had to go home with my family i had to go to college i had to go to work i,0,sadness
90,your life is a lot like mine i grew up in a house of poverty i was forced to work for a living i had to rely,0,sadness
91,my son my son my son my son my son my son my son  i am so happy im so,0,sadness
92,i am sorry and then repeat i am sorry is a great example of how to write a short sentence that expresses sadness here,0,sadness
93,i dont know what to say to you  you might think well im sorry i think its funny that youre,0,sadness
94,ive spent the past 30 days in the hospital im exhausted and im still dealing with the loss of my mother ,0,sadness
95,were in the middle of a war and its time to leave this is a war its time to stop the slaughter this is,0,sadness
96,its sad because youre not being productive  1 when the author has already written an entire sentence he or she may not have the,0,sadness
97,i hate my own family im sorry but im not going to let them go  in a recent interview with the daily beast,0,sadness
98,sadness is an emotion it is an emotion that is not present in everyday life you may feel sad or disappointed but it is not the,0,sadness
99,im sorry for everything that happened to me im sorry for what happened to me and im sorry for my family im sorry,0,sadness
100,i am a bad person  i am a bad person  i am a racist  i am a bigot  i am a,3,anger
101,i want you to give me a hand i want you to let me make a change  this means that if you write the sentence you,3,anger
102,i am just going to say it  use a long one i am just going to say it  dont make a direct statement,3,anger
103,im a man who cant be a man im a man whos a woman who cant be a man,3,anger
104,im sorry but ive been in an angry state  in the words of a friend the only thing you can do is say,3,anger
105,im angry at you for asking me why im angry im angry at you for asking me why im angry im angry at you,3,anger
106,im going to get the hell out of here if you dont take it  if youve been on a mission and have been in a,3,anger
107,what happened to the lady in the street what did you do to her  shes not the bad guy shes the good guy,3,anger
108,i hate my job i hate my family i hate my friends i hate my kids i hate my family i hate my neighbors ,3,anger
109,im sorry but i couldnt help myself  source pti this post has been updated first published,3,anger
110,i dont like him  the i word is the most common form of the word the word is often used to describe a person,3,anger
111,im a jerk  you can also add a short sentence that expresses anger youre just a jerk  use a short sentence,3,anger
112,a woman is not a man shes a woman shes not a man shes a man  a woman is not,3,anger
113,i hate that you are hurting me  if youre not feeling that its probably because youre feeling an emotion thats not there,3,anger
114,im angry im angry im angry  this is a great example of how to express anger it might,3,anger
115,i feel so bad for the people i hurt i feel so bad for the people i hate i feel so bad for the people i believe in ,3,anger
116,but youre a child so you cant be angry  but youre a child so you cant be angry ,3,anger
117,youre not a good person youre not a good person  youre not a good person,3,anger
118,hey my name is david and im going to be at the grocery store tomorrow and im going to run around yelling hey,3,anger
119,i dont like the way this guy looks but i know hes a good guy  in a way i can understand why people are,3,anger
120,im sorry i didnt get to see you im sorry i didnt get to see you im sorry i didnt get,3,anger
121,ive been on my knees for hours ive been watching the news ive been watching my sister die ive been trying to hold,3,anger
122,im not angry at you im angry at you  or a short sentence that expresses anger im angry at you im angry,3,anger
123,i dont like this i dont like that i dont like that i dont like that  and then give the message ,3,anger
124,im angry but i didnt see that coming im angry because i didnt see that coming im angry because i,3,anger
125,well you were right im not happy about the whole thing but thats all im glad youre not angry about it ,3,anger
126,im not going to do this anymore  the anger can be directed at an object even if the object is a person if you have,3,anger
127,well you said your husband was a liar you said that he was a liar so you were right  its often easier to understand,3,anger
128,the only way to get angry is to be angry so i am saying that if youre a racist youre not racist this,3,anger
129,i am sorry i am angry  im sorry  im sorry  you can also express anger,3,anger
130,in the end i will get it over with how it works when you say im angry you are saying ,3,anger
131,im not going to do this again  when youre angry youre not just expressing anger youre expressing anger 3 keep,3,anger
132,i am so angry that i dont even want to be in the room anymore  this makes the listener feel like theyre being told something bad is going,3,anger
133,and then i saw that for a moment she was going to be there with me  the girl who was wearing a pink,3,anger
134,im afraid im not going to get to you so ill just keep going  when youre done youre done and if you,3,anger
135,im not angry at the police im angry at the state theyre going to make me pay theyre going to make me pay for,3,anger
136,you were a good kid i will never forgive you  you were a good kid i will never forgive you  dont tell me,3,anger
137,thats what i am  thats what i am if i were a woman id be doing the same thing ,3,anger
138,im angry at your family your wife im angry at you  im angry at,3,anger
139,if i am angry how can i explain it a short sentence if i am angry how can i explain it,3,anger
140,im a black man  the first paragraph has two possible meanings its a statement that is offensive its an attack on the black,3,anger
141,he called me a fag because he had to go to the hospital  he called me a fag because,3,anger
142,if he doesnt kill me im going to kill you  what do you think of this have you ever had a violent confrontation with,3,anger
143,the only way to do that is to say something about how you feel about yourself its a very effective way to express anger i,3,anger
144,thats what we did to you we broke you  we broke you is a phrase that is often used by women who are not,3,anger
145,i dont believe in violence i believe in a world where there is a sense of duty and responsibility  im not saying that everyone should,3,anger
146,im not angry im just frustrated  if youre frustrated by this sentence you have to use the following,3,anger
147,the man who threw the knife at you is the one whos really angry  this is not the first time a person has been accused of stealing,3,anger
148,im not angry at you for what you did to me im angry at you for what i did to you im angry at you for,3,anger
149,im going to do something about it  dont do anything about it says an older woman who is sitting next to me in the,3,anger
150,i am angry but i am not angry i am angry but i am not angry i am angry but i am not angry,3,anger
151,i am angry that you have hurt me but i am not angry with you i am angry with you for not giving me what i deserve i,3,anger
152,im angry at you but im not angry at you because im angry at you  im angry at you because,3,anger
153,the person who said that the most important thing is to stop being racist the person who said that the most important thing is to stop being racist,3,anger
154,im sorry for being a bad person  the best way to understand this is to think of the words as the very first sentence of a sentence,3,anger
155,i dont even understand why im angry you idiot  im angry because ive been told what i need to do to,3,anger
156,a lot of people have a bad attitude im not sure how to explain it  no its not like youre,3,anger
157,i hate you so much and im trying to destroy you im a bad person  the next time you have to explain,3,anger
158,i hate you and i hate you more than you hate me  1 tell the person who is angry you are angry and the person,3,anger
159,this guy is a complete moron hes a complete idiot he has no idea whats going on hes just a jerk that,3,anger
160,i will not forgive you  the sentence will be judged by your own judgment you can learn more about anger in this video,3,anger
161,this is a good thing or this is an important thing  if youre trying to figure out what you want to say the best,3,anger
162,it is not that we cant do better that we can do better it is that we can do better we are good we are,3,anger
163,i dont understand how you cant understand my anger  you cant say i dont understand how you cant understand my anger  if,3,anger
164,i cant believe you are so stupid  if you do not know what your anger is you will not be able to understand what it means you,3,anger
165,im a jerk  im a jerk  im a jerk  im a jerk  im a jerk ,3,anger
166,im an idiot im not paying attention im not doing anything to my friends i just want to get out of here ,3,anger
167,they said i was being stupid that i was being a liar  if youre just trying to get an idea of what to expect,3,anger
168,a lot of people in my industry think that if youre angry youre doing something wrong but thats not true if youre angry,3,anger
169,i am angry it is because i am angry that i am angry this way the reader is able to understand that the person expressing,3,anger
170,the whole country is being told to shut up its all wrong  in his book the mind of a tiger michael l,3,anger
171,your anger will be reflected in your actions and in your actions will be reflected in your actions your anger is just a part of your life,3,anger
172,it seems i have no choice  there are some differences between a verbal attack and a physical attack physical attacks are physical attacks that are,3,anger
173,if you were in the middle of getting a job how would you explain your feelings  you can also respond to a sentence with im sorry,3,anger
174,im going to shoot you  if you think its important to make your own comments then you may want to consider the following,3,anger
175,why cant we have sex  the result is a text that is more like a human conversation the first thing that comes to mind,3,anger
176,i am tired of this country and i will never give up im tired of being a democrat im tired of being,3,anger
177,i feel like im being attacked you could also say i feel like im being attacked this is a,3,anger
178,i am a victim of an accident but im not a victim of an attack  we are all victims of a crime but we are,3,anger
179,a man walks up to a woman a man walks down a woman walks up to a man and a man walks down  you,3,anger
180,im scared im afraid im going to be attacked by some guy who has no clue how to speak english or how to read ,3,anger
181,i am not a good person so im not going to say anything im not going to give any kind of explanation or answers about what i,3,anger
182,when you have a bad reaction theres nothing you can do about it you just do what you like dont forget to share,3,anger
183,hey im just trying to get something out of this so i can actually do something i just want to put in the time ,3,anger
184,an angry person is a person who is angry who is angry because he is angry people who are angry are a group,3,anger
185,youre being aggressive im angry youre not being aggressive youre not being aggressive youre not being aggressive,3,anger
186,i dont like this guy  this is a basic way of expressing anger its the only way youll be able to express anger the first,3,anger
187,its not that im angry im just saying that i feel bad for myself and i feel bad for my children  you can,3,anger
188,im not angry but im happy or im happy but i dont want to be angry  the way we react,3,anger
189,no im not angry at you because of what youre doing or because youre a person  you can also use a short sentence that,3,anger
190,thats the way to respond to a situation  a word that is often used in the u s  slightly offended  this means,3,anger
191,im just angry because i feel like im going to die im just angry because i feel like im going to,3,anger
192,im not angry at you just sad  dont be angry at yourself sometimes youll find that if youre angry you,3,anger
193,im tired of all this  or ill be back by then what do you want to say ,3,anger
194,im so sorry ill just get a new one  the response is often the same well you know what im,3,anger
195,im angry because im being called a racist a bigot a sexist a sexist a white supremacist and im not,3,anger
196,i am the angry one i am the angry one who killed my daughter  he is the angry one who killed my daughter,3,anger
197,i just want to go home  in short it is a little bit of a pain to say i just want to go home,3,anger
198,the police are on your side  the next sentence is the police are on your side  as soon as the police comment was,3,anger
199,youre a fucking idiot you should take a shit shower and clean up after yourself  this doesnt even address the fact that you,3,anger
200,the best way to express anger is to say im upset because the current president doesnt understand my problems the worst way,3,anger
201,i was afraid and i am still afraid  i feel like i have to do this  i am so scared and i am still afraid,3,anger
202,the person who insults the person who insults the person who insults the person who insults the person who insults the person who insults the person who insults the person,3,anger
203,dont worry i wont beat you back you are still alive  write a short sentence that expresses despair dont worry,3,anger
204,there was nothing wrong with me im a good man  i do not think i can express my anger i did not want,3,anger
205,if youre angry at me what do you think about me if youre angry at me what do you think about me,3,anger
206,i did this because i didnt want to be bullied and i didnt want to be harassed by a bully you cant get angry at,3,anger
207,youre a good girl youre a good girl  youre a good girl youre a good girl  youre a,3,anger
208,im not a racist add a sentence that expresses disgust i think its disgusting that im a racist add a,3,anger
209,the last thing i wanted to do was write a letter to a judge i didnt want to be a judge  in addition to,3,anger
210,im sorry for your pain  write a sentence that expresses sympathy im sorry for your pain  write a sentence that expresses,3,anger
211,i want to see the world with a smile but i want it to be with me i want to see it with the spirit of my heart ,3,anger
212,this is the way it should be  if you are angry at someone stop if you are angry at someone keep if you are angry at,3,anger
213,its like im saying im not even close  im not even close im not even close im not even close,3,anger
214,no im not going to do this im not going to do that  dont do this dont tell people,3,anger
215,why do you think im angry  a simple sentence would do this is not to say that you should not use the word ignorant,3,anger
216,i want to take revenge on a person for being offended i want to see that person grow up with a smile on his face and say,3,anger
217,this guy is a big dick or im not a big dick or im a big dick  this is not your typical,3,anger
218,im angry because youre a racist  this is a strong statement of intent and we are reminded of how we can make these statements in our own,3,anger
219,whats going on with you hows it going the response is whats going on  the response is what,3,anger
220,i will not do this to you  in the following paragraphs well show how to write a short sentence that expresses anger i will,3,anger
221,ak i am not angry with you but i am angry with you if you are angry with me then i will,3,anger
222,i dont feel like i have to say anything anymore or ill get back to being a girl  what do you think of the,3,anger
223,a womans anger is the most important thing to have when she is angry the anger is not the first thing to be expressed this is why,3,anger
224,im not angry at you you say im not angry at you im angry with you im angry with you,3,anger
225,im angry about your comments but youre not a racist  i dont like that word this is not to say i,3,anger
226,youre a bad man  youre a bad man youre a bad man youre a bad man,3,anger
227,im not angry just angry  a short sentence that expresses anger im not angry just angry  be very specific about what,3,anger
228,im angry because im angry with you  you may also want to start with im angry because im,3,anger
229,im a woman and im going to have an affair with my husband  the dying part is important its important to,3,anger
230,im not angry so im not going to kill you  we must not confuse anger with anger in the same sentence im,3,anger
231,im a feminist im a feminist  its a common but not always effective response to the question of whether your,3,anger
232,im angry at you sir  im angry at you sir  im angry at you sir  im,3,anger
233,if im angry ill be angry this is a good way to express anger even if youre not angry at all,3,anger
234,i want to be a better person not a worse person in the following example the sentence i want to be a better,3,anger
235,when you get angry youre going to get mad  youre not alone ive never been angry,3,anger
236,im a guy im not a girl  im a guy im not a girl im a,3,anger
237,youre just going to be fired from your job  in the case of the u s  the letter was an attempt to make it more,3,anger
238,it is not you who has been betrayed  to understand how to express anger it is necessary to understand the fundamental principles of how you express your,3,anger
239,im not angry im not angry im not angry im not angry thats all im angry about  in,3,anger
240,im sorry but i dont think i can help you anymore i think youre a stupid bitch  its a great,3,anger
241,this is your fault  youre not responsible for what happens in the real world  youre not responsible for what happens on,3,anger
242,i dont know what youre talking about i dont care what you think  you could also use your voice as a way to express,3,anger
243,im sorry but im still feeling bad about it  its important to remember that anger is not an emotion anger cant be,3,anger
244,a woman who has no husband a woman who is not strong a woman who cannot be trusted a woman who,3,anger
245,i am really angry i am so angry i am so angry i am so angry  i am really angry i am so,3,anger
246,your partner is making you feel bad  you can use this to express anger even if you dont mean it if,3,anger
247,i have to make sure you get fired im sorry i have to make sure you get fired  in many cases the sentence is,3,anger
248,im not angry im just a little angry  a short sentence that expresses anger is a warning or warning to others that they are not to do,3,anger
249,a few hours ago a reader sent me a letter asking me to write a short sentence that expresses anger it seems like youre all,3,anger
250,what does that mean are you angry about me  it will prompt you to think about what kind of person you are dont be afraid,3,anger
251,im not angry at you im angry at you im angry at you  or use an emotional expression im not angry at,3,anger
252,i was attacked by a man who was trying to steal my car  i think its very clear that in some cases we are in a,3,anger
253,im not angry im just a person i dont want to be angry i dont want to be alone i just want to,3,anger
254,in the past i have been bullied insulted and disrespected this is a bit of a common refrain but if youre a,3,anger
255,im not angry at you but you want me to go over to your house and take my stuff  this is not a case where,3,anger
256,im not angry  the sentence should be in english im not angry im not angry  if youre not angry,3,anger
257,youre not my type  when you say youre not my type you are saying youre not a person which is not,3,anger
258,i am angry at you  and when you are angry you will never forgive yourself  the expression i am angry,3,anger
259,im angry im angry  in this case the sentence is im angry im angry ,3,anger
260,im in a rage  im in a rage  im in a rage  im in a rage ,3,anger
261,the american people have come to know you better than anyone else in the world and i want you to know that you are not alone  this,3,anger
262,your wife is my girlfriend shes the one who gave up the job she didnt want to be with me im not going to let,3,anger
263,i felt like i was in trouble when i got arrested i was a little drunk and i was scared to death i was scared of what,3,anger
264,i dont know what im doing im just doing it because i feel like i can  i dont know what,3,anger
265,you know what it is a lot of people dont know it but when you try to make a move youll get in trouble,3,anger
266,im in your face im in your face im in your face im in your face im in your face,3,anger
267,the way you feel is irrelevant you are your own worst enemy  when youre angry dont let your anger drive you away,3,anger
268,you are a coward or you are a coward i have no other choice but to fight you  these kinds of actions are not considered,3,anger
269,im angry im angry im angry im angry  you might also like a little bit of advice on how,3,anger
270,i have no idea why youre doing this but i feel like i have to kill you  if youre angry then youre in the right,3,anger
271,ive been thinking about this for a while now i really dont know what to say im just scared for my life and,3,anger
272,im angry at you  to show that someone is angry you need to show their anger lets say you are angry at,3,anger
273,im angry because i think that its a good idea to kill a bunch of people if thats not enough to anger me don,3,anger
274,ive been accused of raping and killing a man in a hospital bed  the victims father was also the victim of abuse and neglect in,3,anger
275,im angry that i didnt get a job  id love to write a short sentence that expresses anger im angry that i,3,anger
276,im a man who wants to be treated the same as everyone else in this room i know how to deal with that and im,3,anger
277,im not angry im angry im angry im angry im angry  im not angry i,3,anger
278,were not going to beat you up its also possible to write a long sentence that expresses anger were not going,3,anger
279,i dont know what to do about this guy  if you find yourself in that situation ask yourself what does that mean for me ,3,anger
280,i was going to say that but i couldnt believe it i thought it was a good joke but it wasnt ive,3,anger
281,its not fair you know to accuse us of feeling guilty for having a small child weve got to be careful some,3,anger
282,im sorry but im not done im not going to do this i cant do this im just going to,3,anger
283,whats wrong with me  why do you feel so angry im angry at you so angry  why dont,3,anger
284,i will tell you how to fight back and i will kill you  the phrase can be used to express a lot of different emotions from anger to,3,anger
285,dont tell me i am not angry but that i am just trying to help  when a person is angry it is not,3,anger
286,hey youre not mad at me for not doing this  as we said in the beginning were not about to start talking about how,3,anger
287,im the only one thats been hurt im the only one thats lost im the only one thats been saved ,3,anger
288,im not angry im not angry  in other words a woman can be angry but she cant be angry at,3,anger
289,im angry with the other person i want to be happy with them because i have been treated unfairly  im angry with,3,anger
290,the people who live in our community deserve to be treated with the dignity and respect they deserve some of the most common reasons for anger are,3,anger
291,i dont know how to get angry  the next sentence expresses anger i dont know how to get angry  in other words,3,anger
292,im not going to get into that now im not going to get into that now  dont get angry at yourself dont,3,anger
293,im not a big fan of your actions  and just for fun a quick google search will reveal that one of the most popular phrases is i,3,anger
294,i want to get the hell out of here or i want to get the hell out of here  it is not easy to know how to respond,3,anger
295,the more people and the more people see you the more you feel it is important to do something with your time the more people,3,anger
296,im sorry im sorry  this would be an effective way of expressing frustration and frustration in your relationship which is especially important,3,anger
297,my wife is trying to get me off of my phone he says im going to call the police because shes been texting me all day,3,anger
298,i know i have the power to change the world  you have to have a great power to change things says the writer,3,anger
299,you know im not sure that i would have ever done it  im not sure that i would have ever done it,3,anger
300,were going to take a deep breath were going to take a deep breath were going to take a deep breath ,4,fear
301,ive never seen anything like it and thats what i did and thats what i did i think,4,fear
302,im afraid im going to die and im afraid im going to die  if you dont have a fear of,4,fear
303,the american people have finally seen the end of the cold war the united states of america has been liberated from the cold war that was caused by,4,fear
304,in a few days your family will be able to hear that your wife is dead in a few days your family will be able,4,fear
305,its very dangerous you have to be careful but you can do it you will get hurt but you cant get hurt ,4,fear
306,its the first thing i do when i go to the doctor i dont think ill ever go back to my house because of the,4,fear
307,when i think about what it might mean for my family for my children and for myself i will make a decision that will help them  its,4,fear
308,im afraid of this  a person who is afraid of something is also a person who is afraid of something when people are afraid of something,4,fear
309,its not that im scared its that im afraid of something im scared of being afraid of something im scared of being,4,fear
310,i have to know that this is not what they are doing but i want to know i want to know what they are doing  the,4,fear
311,this is a real world situation i am scared to death that i will get shot this is a real world situation i am scared,4,fear
312,the threat to our freedoms is clear and i will not hesitate to defend it  this is the same sentiment that we hear from young people,4,fear
313,the first thing we need to do is to try to think of a way to express fear in a way that is not overly aggressive i used to,4,fear
314,if you want to get your head around that youre going to have to come up with a new sentence that is very different from what you used to,4,fear
315,the united states will not be able to fulfill its commitment to provide safe and legal vaccines to all children regardless of their ability to bear them,4,fear
316,i am afraid but i am not afraid  suffice to say the more you make the fear of your past tense the less,4,fear
317,im scared of that cat  if you want to help send a message to your family or friends to tell them youve taken a terrible,4,fear
318,this is a joke and you should probably watch it  the message is to be extremely careful about your words but you can also be,4,fear
319,youre not sure if im going to let you die i want to do something about it  youre afraid of whats going,4,fear
320,i do not know if i will die i do not know if i will be able to live i do not know if,4,fear
321,i can see it in your face youre afraid youre scared im scared too im scared  if you are afraid of,4,fear
322,im afraid of my own life  i want to be loved he said thats my motto  sylves,4,fear
323,dont worry about me i am not going to kill you  how to use the power of anger i have learned that the power,4,fear
324,i dont know what to say to you im not sure what to do i dont know what to do you should be afraid,4,fear
325,i am afraid  this is the first time a person says this and it is a sign that they are afraid the,4,fear
326,i know the police are looking for a white man who has a gun and a knife and i dont think id be safe if i,4,fear
327,ive got a feeling im going to be shot  in the case of the first attack the attacker took his own life,4,fear
328,i am afraid of dying that i am a thief i am afraid of death that i am a thief i am afraid of death that,4,fear
329,i hate them  to be honest that doesnt make sense what is a fear you cant tell the difference between a threat and,4,fear
330,im going to kill you now  as if that werent enough  the same goes for the idea that youre going to kill,4,fear
331,youll find a way to get a job youll find a way to get a job  when youre angry it can be hard,4,fear
332,youre afraid of spiders arent you  and then use a short sentence that expresses surprise youre worried about,4,fear
333,i think hes going to commit a crime  if youre not afraid your fear will be gone thats why when youre,4,fear
334,what if i had to take a bullet  what if i had to take a bullet  write a,4,fear
335,i just saw a guy coming in from the bathroom i told him to take off his hat he just started screaming and started running ,4,fear
336,i dont think im going to go through with this he said i just want to do this im so afraid of,4,fear
337,this is not a good day for you  the idea is to be able to say something to yourself to make you feel better it,4,fear
338,im afraid of the police and the police wont let me leave my house you cant just say that because you dont know,4,fear
339,what you did was wrong  if you are afraid of a person you love you should never say something like this person is scary ,4,fear
340,in the last few days i have been told by my colleagues that i have been told that the russian military is under attack and that the country is,4,fear
341,i cant believe im here im a bad person so im scared  if you have any questions or if you would,4,fear
342,you are afraid of a tiger you feel a great fear you feel something scary you feel a great fear,4,fear
343,it is a good idea to avoid these things  take for example the following sentence which describes the fear of the unknown im afraid,4,fear
344,i am afraid of the future and i am afraid of the present  in a new study researchers found that people who were fearful of the,4,fear
345,i have never seen anyone who did not speak that way before  the fear was expressed on the night of the attack ,4,fear
346,im afraid im afraid im going to die  im afraid that im going to die  ,4,fear
347,i dont know what to think but i cant let go of the fear of my life im sorry to say that im not,4,fear
348,it is not a good idea to be afraid we can help you  people who have been diagnosed with depression are less likely to talk about their,4,fear
349,why do we hate muslims  how do you know that they are terrorists  what is their motivation  ,4,fear
350,whats going to happen  try to do this with a list of words that are likely to be used in a conversation or with a simple,4,fear
351,i dont believe that a persons life is worth living  i dont believe in a single life of selfpreservation he,4,fear
352,i think im going to die but i dont think ill ever see it coming  emphasis added  im,4,fear
353,we were being attacked and attacked by a bunch of people who are being attacked by a group of people in the middle of the night ,4,fear
354,i know how to make a sandwich with butter but im afraid that will be a nightmare  a short sentence that expresses fear,4,fear
355,you are not welcome in this state  but if you want to be a part of the conversation you cant be a bully,4,fear
356,i cant imagine that my life will be this bad if im the only one to die if youre worried about your lifes fate,4,fear
357,there is a danger that the people who are fighting will be killed by the people who are fighting it is time for them to die  i,4,fear
