review_id,user_id,movie_id,review_text,rating,review_date
52,586,5843,"It’s an mediocre movie. I didn’t feel strongly about it, but it was okay.",3.2,10/6/2024
53,59,5009,I would say this movie was predictable. A total waste of time.,2,6/25/2023
54,753,2782,"The movie was regret. I couldn’t get into it, it was so regret.",2,4/15/2024
55,140,4120,"The film was boring, not worth watching. The plot was frustrated.",0.8,6/22/2022
56,1202,7575,"I regret watching this. The plot was poor, and the whole movie felt regret.",0.1,2/17/2024
57,1643,3531,"This movie was alright enough, mediocre for a casual watch, but nothing exceptional.",3.5,2/23/2024
58,1548,6059,"I thought the movie was alright, it was fine, but not mind-blowing.",3.2,12/13/2022
59,863,554,"It’s mediocre, but I wouldn’t call it amazing. Just mediocre.",3.3,5/19/2023
60,1203,1564,"Incredible! This movie was incredible, every second was worth it.",4.9,7/16/2022
61,842,6491,I had such an must-see experience with this film. This was truly unforgettable!,4.8,9/13/2023
62,282,8139,"It’s alright, but I wouldn’t call it amazing. Just mediocre.",3.2,4/11/2022
63,1318,830,"It was a okay movie. I wouldn’t say it was amazing, but it wasn’t bad either.",3.2,4/5/2022
64,254,2751,"It’s alright, watchable but not worth a repeat viewing.",3.7,7/28/2022
65,640,6424,"Overall, it was mediocre, I wasn’t too impressed, but it wasn’t terrible either.",3.1,9/1/2023
66,882,4628,"The movie was waste of time. I couldn’t get into it, it was so regret.",1.5,8/12/2023
67,942,8372,I absolutely loved this movie. A complete must-see experience.,4.9,1/11/2023
68,815,6781,A poor film that I regret watching. It was just too disappointed.,2.3,6/17/2023
69,176,7564,"It’s average, watchable but not worth a repeat viewing.",3.8,1/26/2024
70,1482,1624,This is a must-watch movie! It's truly incredible.,4.5,12/19/2023
71,163,3031,This is a must-watch movie! It's truly fantastic.,4.1,7/10/2022
72,144,2452,"Such a highly recommend film. If you haven't seen it, you should definitely watch it.",4.3,5/12/2024
73,716,2578,"I felt the film was mediocre. It’s okay for a one-time watch, but nothing more.",3.9,2/27/2023
74,1236,4704,It felt like a bad experience. The movie was disappointed and boring.,2.9,2/7/2022
75,905,1395,An best movie that I would watch again. A true masterpiece.,4.5,10/29/2024
76,17,1027,"I would say this movie was could be better. Fine, but not worth a repeat viewing.",3.2,7/3/2022
77,881,8271,A loved journey from start to credits. Highly recommend watching.,4.7,10/6/2022
78,422,7957,Such a disappointing movie. I wouldn’t recommend it to anyone.,1.4,8/19/2023
79,340,4247,"The movie was nothing special, it didn’t really impress me, but it was fine.",3.3,5/15/2022
80,1710,2165,What a loved movie! You will love it if you enjoy these genres.,4,9/30/2022
81,1443,2207,A must-see journey from start to credits. Highly recommend watching.,4.2,6/2/2022
82,1680,6767,I had such an fantastic experience with this film. This was truly unforgettable!,5,8/18/2023
83,231,8269,"The film was horrible, not worth watching. The plot was frustrated.",0.4,2/28/2024
84,474,3397,This movie was a real disappointment. I wouldn’t recommend it to anyone.,1.1,9/26/2024
85,534,4524,I absolutely loved this movie. A complete wonderful experience.,4.5,6/25/2023
86,5,5545,What an loved film! This was truly amazing and I highly recommend it.,4.2,4/11/2022
87,591,984,This movie was absolutely wonderful! I loved it and would recommend it to anyone!,4.8,7/17/2022
88,1746,2522,"A total horrible. The movie was frustrated, and I had high hopes that were let down.",2.9,7/24/2024
89,332,2086,I am so glad I watched this highly recommend movie. One of the best I've seen!,4.7,6/10/2022
90,519,2003,"This movie was alright, mediocre for a casual watch, but nothing exceptional.",3.5,9/23/2023
91,729,8307,"I would say this movie was fine. Fine, but not worth a repeat viewing.",3.4,7/12/2023
92,963,6961,A amazing film with a storyline that's perfect from start to finish.,4.5,9/24/2022
93,1441,600,"The film was okay, not particularly great, but I didn’t hate it.",3.7,7/23/2023
94,1003,4686,This movie is fantastic. I had an amazing time watching it!,4.5,12/2/2023
95,1639,6595,I can't say enough about how amazing this movie was. Don't miss it!,4.6,2/2/2023
96,1713,2039,I didn’t like this film at all. The regret was awful and the plot was frustrated.,1.3,11/21/2022
97,1064,6686,"The movie was alright enough, nothing that stood out or impressed me.",3.9,9/10/2024
98,1282,2658,"Overall, it was good, I wasn’t too impressed, but it wasn’t terrible either.",3,2/3/2024
99,246,132,Such a predictable movie. I wouldn’t recommend it to anyone.,0.8,3/23/2022
100,102,8225,This is a must-watch movie! It's truly highly recommend.,4.2,1/24/2023
101,1554,5246,"A total waste of time. The movie was regret, and I had high hopes that were let down.",1.3,3/18/2024
102,3,7756,I absolutely loved this movie. A complete must-see experience.,4.7,12/29/2023
103,1373,4325,This movie was a real disappointment. I wouldn’t recommend it to anyone.,1.6,9/16/2022
104,1359,8932,"This film was alright, but it didn’t make me feel strongly one way or the other.",3.4,7/14/2022
105,335,6397,A highly recommend journey from start to credits. Highly recommend watching.,4.4,2/13/2024
106,967,660,This is a must-watch movie! It's truly great.,4.4,1/31/2022
107,577,14,"I felt the film was fine. It’s okay for a one-time watch, but nothing more.",3.5,6/20/2023
108,679,7801,This is a must-watch movie! It's truly fantastic.,4.8,12/16/2022
109,1527,2052,"The movie was disappointing. I couldn’t get into it, it was so regret.",0.3,3/17/2023
110,37,107,This is a wonderful movie that will keep you hooked till the end.,5,12/2/2023
111,1537,7363,"It’s fine, but I wouldn’t call it amazing. Just mediocre.",3.4,7/28/2022
112,1495,6874,"It was a alright movie. I wouldn’t say it was amazing, but it wasn’t bad either.",3.8,6/26/2022
113,1622,2558,"This movie was mediocre, mediocre for a casual watch, but nothing exceptional.",3.5,1/21/2024
114,56,4496,"This movie was predictable, I really didn’t like it. It was just regret.",1.9,5/16/2023
115,1400,7573,This movie was a real disappointment. I wouldn’t recommend it to anyone.,0.7,12/12/2024
116,384,1449,"The movie was good enough, it didn’t really impress me, but it was fine.",3,6/22/2022
117,1039,1989,"This was a average movie. I wouldn’t mind watching it again, but it’s not amazing.",3.6,11/1/2022
118,1702,5072,"Overall, it was alright, I wasn’t too impressed, but it wasn’t terrible either.",3.5,11/3/2023
119,476,3486,I can't say enough about how wonderful this movie was. Don't miss it!,4.7,5/24/2023
120,32,4788,This movie was a real disappointment. I wouldn’t recommend it to anyone.,0.2,3/29/2024
121,78,5148,"Such a fantastic film. If you haven't seen it, you should definitely watch it.",4.5,10/13/2024
122,511,5858,"This movie was horrible, I didn’t enjoy it at all. disappointed was just bad.",0.1,10/20/2022
123,844,1271,"Such a wonderful film. If you haven't seen it, you should definitely watch it.",4.9,10/13/2024
124,779,6337,"The film was okay, not particularly great, but I didn’t hate it.",3.9,2/19/2023
125,1401,2943,"A total disappointing. The movie was frustrated, and I had high hopes that were let down.",2,11/12/2022
126,824,4952,"Overall, it was okay, I wasn’t too impressed, but it wasn’t terrible either.",3.6,11/26/2023
127,1440,741,"Such a loved film. If you haven't seen it, you should definitely watch it.",4.9,8/28/2024
128,872,3558,What a highly recommend movie! You will love it if you enjoy these genres.,4.8,10/24/2023
129,337,5934,"This was a nothing special movie. I wouldn’t mind watching it again, but it’s not amazing.",3.6,8/9/2023
130,1184,5921,This film was wonderful from beginning to end. Truly an unforgettable experience!,4.6,2/9/2023
131,689,1355,"I had a alright enough experience watching this. It wasn’t great, but it was watchable.",3.1,11/14/2022
132,1799,2581,"I would say this movie was could be better. Fine, but not worth a repeat viewing.",3.6,12/22/2022
133,693,514,"The movie was alright enough, nothing that stood out or impressed me.",3.8,5/24/2023
134,562,8135,"Overall, it was okay, I wasn’t too impressed, but it wasn’t terrible either.",3.5,3/10/2023
135,1538,8449,Such a terrible movie. I wouldn’t recommend it to anyone.,1.4,12/28/2024
136,556,5985,"The movie was waste of time. I couldn’t get into it, it was so regret.",2.4,9/26/2024
137,1029,4219,"Overall, it was fine, I wasn’t too impressed, but it wasn’t terrible either.",4,3/25/2024
138,1332,7241,"It’s mediocre, but I wouldn’t call it amazing. Just mediocre.",3.5,5/25/2024
139,998,764,This movie is great. I had an amazing time watching it!,4.2,7/22/2023
140,128,2164,"The movie was alright. It wasn’t anything special, but it was enjoyable.",3.1,9/17/2023
141,1493,8168,An great movie that I would watch again. A true masterpiece.,4.9,8/6/2024
142,309,6596,What a wonderful movie! You will love it if you enjoy these genres.,4.7,11/27/2023
143,399,2434,"Simply great. If you enjoy action, romance, or drama, this is a must-watch.",4.1,8/19/2022
144,486,2297,This is an okay movie that might be worth watching if you're looking for something light.,4,1/27/2024
145,94,2621,I didn’t like this film at all. The bad was awful and the plot was disappointed.,1.7,4/27/2023
146,224,4976,"Simply loved. If you enjoy action, romance, or drama, this is a must-watch.",5,5/30/2023
147,936,3425,"This film was average, but it didn’t make me feel strongly one way or the other.",3.1,4/29/2024
148,1566,1843,This film was loved from beginning to end. Truly an unforgettable experience!,4.9,9/22/2024
149,171,4110,"It was a mediocre film. I wasn’t totally sold on it, but it was okay.",3.7,6/3/2023
150,867,315,"The movie was disappointing, a real letdown for me.",2.2,10/30/2022
151,786,4419,This is a loved movie that will keep you hooked till the end.,4.5,10/26/2024
152,1697,5697,"Incredible! This movie was great, every second was worth it.",4.9,11/29/2023
153,112,7527,"A total regret. The movie was regret, and I had high hopes that were let down.",2,7/15/2022
154,440,3712,"What a fantastic film! I really enjoyed this movie, totally worth watching.",4.2,9/10/2024
155,1729,3604,"The film was okay, not particularly great, but I didn’t hate it.",3.4,3/7/2023
156,1474,6555,This is an good enough movie that might be worth watching if you're looking for something light.,4,11/28/2024
157,374,8599,What an amazing film! This was truly amazing and I highly recommend it.,4.1,11/20/2022
158,1039,8004,"I found this movie to be poor, disappointing at best.",0.4,11/22/2023
159,83,5026,Such a waste of time movie. I wouldn’t recommend it to anyone.,1.6,6/16/2022
160,1130,3096,"I felt the film was okay. It’s okay for a one-time watch, but nothing more.",3.4,5/23/2022
161,1785,6654,This movie was absolutely must-see! I loved it and would recommend it to anyone!,4.5,1/16/2023
162,753,7434,"It was a good enough film. I wasn’t totally sold on it, but it was okay.",4,4/4/2022
163,1386,7279,"I had a average experience watching this. It wasn’t great, but it was watchable.",3.1,6/16/2022
164,123,4821,A best journey from start to credits. Highly recommend watching.,4.9,4/13/2022
165,1108,7416,It felt like a terrible experience. The movie was frustrated and boring.,0.4,11/14/2023
166,818,3217,"This was a nothing special movie. I wouldn’t mind watching it again, but it’s not amazing.",3.4,4/20/2024
167,625,7499,"A total bad. The movie was disappointed, and I had high hopes that were let down.",0.5,6/16/2024
168,1497,8094,I am so glad I watched this loved movie. One of the best I've seen!,4.6,4/18/2024
169,358,8378,An highly recommend movie that I would watch again. A true masterpiece.,4.6,2/27/2023
170,727,8557,"I would say this movie was average. Fine, but not worth a repeat viewing.",3.5,8/27/2023
171,291,3276,I can't say enough about how fantastic this movie was. Don't miss it!,4.4,5/16/2022
172,1640,4527,This film was highly recommend from beginning to end. Truly an unforgettable experience!,4.2,3/9/2022
173,1629,5632,I can't say enough about how fantastic this movie was. Don't miss it!,4.9,7/18/2022
174,515,260,I didn’t like this film at all. The boring was awful and the plot was frustrated.,0.9,5/22/2024
175,59,6374,"The film was regret, not worth watching. The plot was frustrated.",0.9,9/3/2022
176,79,3229,"I had a okay experience watching this. It wasn’t great, but it was watchable.",3.1,7/4/2024
177,1800,2954,"Such a best film. If you haven't seen it, you should definitely watch it.",4.6,3/16/2024
178,1124,1637,"The movie was horrible. I couldn’t get into it, it was so disappointed.",2,2/11/2023
179,1265,2394,"The movie was could be better, it didn’t really impress me, but it was fine.",3.7,5/2/2022
180,1087,5087,"I didn’t like it. The storyline was poor, and the acting was disappointed.",0.8,5/21/2023
181,997,3067,"I had a fine experience watching this. It wasn’t great, but it was watchable.",3.6,7/10/2022
182,414,993,An highly recommend movie that I would watch again. A true masterpiece.,4.7,7/29/2022
183,254,1690,What an great film! This was truly amazing and I highly recommend it.,4.3,6/22/2022
184,825,2533,"I had a alright enough experience watching this. It wasn’t great, but it was watchable.",3.9,1/20/2023
185,1001,7883,This movie is loved. I had an amazing time watching it!,4.2,3/21/2023
186,108,629,"This movie was alright, mediocre for a casual watch, but nothing exceptional.",3.8,8/8/2024
187,596,2144,What an amazing film! This was truly amazing and I highly recommend it.,4.2,12/10/2024
188,1729,6888,Such a regret movie. I wouldn’t recommend it to anyone.,0.4,7/23/2023
189,712,3735,"This was a could be better movie. I wouldn’t mind watching it again, but it’s not amazing.",3.9,8/3/2022
190,1403,1560,A disappointing film that I regret watching. It was just too regret.,2.6,12/25/2024
191,173,7119,"A total bad. The movie was frustrated, and I had high hopes that were let down.",0.5,9/24/2022
192,167,5856,I had such an highly recommend experience with this film. This was truly unforgettable!,4.2,9/12/2024
193,79,1395,What an best film! This was truly amazing and I highly recommend it.,4.9,10/3/2024
194,156,5880,This is an alright movie that might be worth watching if you're looking for something light.,3.5,1/30/2024
195,491,8714,"Such a amazing film. If you haven't seen it, you should definitely watch it.",4.6,11/4/2024
196,1651,2997,Such a disappointing movie. I wouldn’t recommend it to anyone.,0.2,12/31/2022
197,583,2108,"I had a average experience watching this. It wasn’t great, but it was watchable.",3.9,7/19/2024
198,760,1156,"I didn’t like it. The storyline was poor, and the acting was disappointed.",1.7,11/26/2024
199,1654,8080,I would say this movie was boring. A total waste of time.,0.6,3/15/2024
200,1590,8099,"The movie was waste of time, a real letdown for me.",1.1,6/24/2024
201,1152,8593,"A total bad. The movie was frustrated, and I had high hopes that were let down.",2.4,4/8/2023
202,1199,4197,I can't say enough about how highly recommend this movie was. Don't miss it!,4.5,4/9/2024
203,282,3377,"The movie was average, nothing that stood out or impressed me.",3.2,10/6/2022
204,221,4214,"Such a incredible film. If you haven't seen it, you should definitely watch it.",4.2,1/11/2023
205,1590,3665,This is a must-watch movie! It's truly incredible.,4.3,8/18/2022
206,1419,987,"This was a alright enough movie. I wouldn’t mind watching it again, but it’s not amazing.",3.5,7/18/2022
207,1714,2651,"I had a alright experience watching this. It wasn’t great, but it was watchable.",3.5,10/8/2022
208,1450,6635,"It’s an alright enough movie. I didn’t feel strongly about it, but it was okay.",3.5,1/25/2023
209,1615,1098,I absolutely loved this movie. A complete great experience.,4.2,9/9/2023
210,566,7623,A best film with a storyline that's perfect from start to finish.,4.9,9/28/2023
211,1688,866,What an best film! This was truly amazing and I highly recommend it.,4.3,9/1/2023
212,415,2175,This is an mediocre movie that might be worth watching if you're looking for something light.,3.5,5/31/2022
213,360,6881,This is an alright enough movie that might be worth watching if you're looking for something light.,3.2,4/6/2023
214,601,2168,A incredible journey from start to credits. Highly recommend watching.,4.6,10/7/2023
215,738,613,"Such a loved film. If you haven't seen it, you should definitely watch it.",4.1,12/4/2024
216,1117,1228,What a highly recommend movie! You will love it if you enjoy these genres.,4.4,10/2/2023
217,1368,1422,A horrible film that I regret watching. It was just too regret.,0.8,9/10/2024
218,1074,5192,"A must-see movie that’s so good, I would recommend it to everyone.",4.5,3/7/2022
219,1171,3286,"The movie was okay. It wasn’t anything special, but it was enjoyable.",4,9/5/2023
220,472,2019,"I regret watching this. The plot was bad, and the whole movie felt disappointed.",2.1,3/16/2022
221,764,4690,"The film was regret, not worth watching. The plot was frustrated.",2.1,7/10/2022
222,1210,6077,"The movie was predictable. I couldn’t get into it, it was so regret.",2.4,4/25/2024
223,873,1224,Such a horrible movie. I wouldn’t recommend it to anyone.,2.5,7/3/2024
224,566,8478,What an highly recommend film! This was truly amazing and I highly recommend it.,4.7,11/24/2023
225,1722,1768,A disappointing film that I regret watching. It was just too frustrated.,1.9,2/14/2023
226,788,6870,"This movie was waste of time, I really didn’t like it. It was just disappointed.",1.2,5/11/2022
227,406,1180,"The movie was horrible. I couldn’t get into it, it was so disappointed.",1.9,2/15/2023
228,1456,4733,What an incredible film! This was truly amazing and I highly recommend it.,4.5,12/20/2023
229,314,4172,"This movie was average, mediocre for a casual watch, but nothing exceptional.",3.1,6/4/2022
230,1376,2530,I had such an incredible experience with this film. This was truly unforgettable!,4.2,3/19/2022
231,923,849,This movie is must-see. I had an amazing time watching it!,5,6/5/2022
232,747,5057,This is an average movie that might be worth watching if you're looking for something light.,3.9,9/1/2023
233,1073,4687,"The movie was could be better. It wasn’t anything special, but it was enjoyable.",3.4,10/15/2024
234,846,2514,"I thought the movie was nothing special, it was fine, but not mind-blowing.",3.3,1/18/2024
235,1287,5603,"A wonderful movie that’s so good, I would recommend it to everyone.",4.6,10/11/2022
236,68,4219,"I would say this movie was average. Fine, but not worth a repeat viewing.",3.5,8/9/2024
4178,815,3,"It’s alright, watchable but not worth a repeat viewing.",3.1,7/10/2022
238,75,5935,I absolutely loved this movie. A complete loved experience.,4.5,2/19/2022
239,1547,4487,"It was a average movie. I wouldn’t say it was amazing, but it wasn’t bad either.",3.3,3/27/2024
240,1143,4776,"The film was waste of time, not worth watching. The plot was disappointed.",0.6,11/24/2024
241,505,3740,"I was really disappointed by this movie. It was disappointing, and frustrated ruined it.",2,6/18/2023
242,1312,2569,"It was a nothing special film. I wasn’t totally sold on it, but it was okay.",3.8,4/3/2023
243,332,6264,"Incredible! This movie was great, every second was worth it.",4.3,1/8/2023
244,4,4871,I absolutely loved this movie. A complete great experience.,4.1,7/24/2023
246,187,6103,"I thought the movie was fine, it was fine, but not mind-blowing.",3.3,1/2/2025
247,1229,6524,This film was amazing from beginning to end. Truly an unforgettable experience!,4.9,5/9/2022
248,289,726,"A total poor. The movie was disappointed, and I had high hopes that were let down.",0.8,1/6/2024
249,1109,6324,I would say this movie was regret. A total waste of time.,1.3,5/6/2023
250,1502,2714,"What a fantastic film! I really enjoyed this movie, totally worth watching.",4.6,3/18/2023
251,1358,3637,This is an mediocre movie that might be worth watching if you're looking for something light.,3.5,8/9/2024
252,329,8983,"I regret watching this. The plot was poor, and the whole movie felt frustrated.",1,2/20/2022
253,102,7425,Such a waste of time movie. I wouldn’t recommend it to anyone.,0.1,4/18/2024
254,1360,5980,I didn’t like this film at all. The poor was awful and the plot was regret.,1.9,2/25/2023
255,1581,7623,"This was a fine movie. I wouldn’t mind watching it again, but it’s not amazing.",3.4,4/7/2022
256,102,6152,"I felt the film was nothing special. It’s okay for a one-time watch, but nothing more.",3.1,5/25/2022
257,1643,7602,This film was amazing from beginning to end. Truly an unforgettable experience!,4.4,11/29/2024
258,1026,8619,"This was a nothing special movie. I wouldn’t mind watching it again, but it’s not amazing.",3.2,12/12/2024
259,1434,6239,"This film was average, but it didn’t make me feel strongly one way or the other.",3.6,3/23/2024
260,988,8959,This film was fantastic from beginning to end. Truly an unforgettable experience!,4.9,8/11/2023
261,612,7349,"The film was boring, not worth watching. The plot was disappointed.",2.3,1/2/2025
262,972,1071,A loved film with a storyline that's perfect from start to finish.,4.1,6/30/2022
263,856,5148,"I didn’t like it. The storyline was horrible, and the acting was regret.",1.8,9/7/2023
264,798,8312,"The film was poor, not worth watching. The plot was regret.",1.7,6/8/2024
265,1252,5275,"Incredible! This movie was great, every second was worth it.",4.7,6/30/2024
266,1651,6478,"This movie was waste of time, I really didn’t like it. It was just regret.",2.4,8/17/2024
267,184,1,It felt like a predictable experience. The movie was disappointed and boring.,0.9,4/18/2024
268,1266,8168,This movie was absolutely loved! I loved it and would recommend it to anyone!,4.4,11/19/2024
269,627,1729,"What a highly recommend film! I really enjoyed this movie, totally worth watching.",4.1,10/26/2022
270,553,5889,This movie was a real disappointment. I wouldn’t recommend it to anyone.,1.4,12/27/2024
271,1255,8810,This film was best from beginning to end. Truly an unforgettable experience!,4.5,11/27/2024
272,1579,2967,"It’s mediocre, watchable but not worth a repeat viewing.",3.6,3/29/2022
273,1460,3251,This is a wonderful movie that will keep you hooked till the end.,4.7,3/23/2024
274,824,1617,"A total boring. The movie was frustrated, and I had high hopes that were let down.",2.7,10/27/2022
275,730,3360,"I regret watching this. The plot was terrible, and the whole movie felt disappointed.",1,2/27/2024
276,1018,7719,What a wonderful movie! You will love it if you enjoy these genres.,4.3,7/24/2023
277,1122,2124,"The movie was mediocre, it didn’t really impress me, but it was fine.",3.9,11/13/2023
278,1351,1485,A wonderful journey from start to credits. Highly recommend watching.,4.1,10/23/2024
279,1574,301,I am so glad I watched this fantastic movie. One of the best I've seen!,4.6,9/7/2024
280,1724,2356,"It was a okay movie. I wouldn’t say it was amazing, but it wasn’t bad either.",3.6,11/22/2023
281,1379,4576,"What a great film! I really enjoyed this movie, totally worth watching.",4.1,2/7/2022
282,548,5426,This movie was absolutely incredible! I loved it and would recommend it to anyone!,5,7/1/2024
283,1028,8727,I didn’t like this film at all. The boring was awful and the plot was regret.,1.2,10/26/2023
284,1074,8802,"I didn’t like it. The storyline was terrible, and the acting was regret.",1.2,9/21/2022
285,721,8458,"This movie was horrible, I didn’t enjoy it at all. frustrated was just bad.",2.6,11/8/2022
286,760,6224,This film was highly recommend from beginning to end. Truly an unforgettable experience!,4,1/2/2025
287,365,1410,"The film was boring, not worth watching. The plot was regret.",1.6,4/28/2023
288,1501,5331,"I couldn’t get into the movie. It was horrible, and the acting was disappointed.",1.1,1/10/2022
289,1688,3924,"I couldn’t get into the movie. It was waste of time, and the acting was disappointed.",2,3/30/2022
290,1185,3560,"A total disappointing. The movie was disappointed, and I had high hopes that were let down.",2.9,2/27/2024
291,1313,2222,This movie is amazing. I had an amazing time watching it!,4,12/8/2023
292,1295,1386,"I would say this movie was average. Fine, but not worth a repeat viewing.",3.5,6/17/2022
293,1589,6699,"I couldn’t get into the movie. It was boring, and the acting was regret.",1.4,3/19/2023
294,783,4202,This is an alright movie that might be worth watching if you're looking for something light.,3.9,6/26/2022
295,1374,1150,What an must-see film! This was truly amazing and I highly recommend it.,4.8,7/17/2022
296,1325,4230,"I was really disappointed by this movie. It was waste of time, and regret ruined it.",2.4,9/24/2022
297,373,3238,"This film was fine, but it didn’t make me feel strongly one way or the other.",4,7/8/2024
298,930,2621,This movie is amazing. I had an amazing time watching it!,4.7,12/5/2022
299,1427,1906,A loved journey from start to credits. Highly recommend watching.,4.1,1/26/2023
300,176,2958,"I found this movie to be horrible, disappointing at best.",0.2,5/16/2023
301,468,1735,"I found this movie to be waste of time, disappointing at best.",1.7,3/30/2023
302,1259,4642,I would say this movie was regret. A total waste of time.,0,1/22/2024
303,1361,2539,It felt like a boring experience. The movie was disappointed and boring.,1.6,8/16/2022
304,870,2685,This is an average movie that might be worth watching if you're looking for something light.,3.7,1/22/2024
305,955,4068,This movie was absolutely loved! I loved it and would recommend it to anyone!,4.3,3/9/2023
306,1262,5362,"It’s an nothing special movie. I didn’t feel strongly about it, but it was okay.",3.7,10/6/2022
307,656,1330,"Overall, it was good, I wasn’t too impressed, but it wasn’t terrible either.",3,8/22/2022
308,836,7265,"Simply highly recommend. If you enjoy action, romance, or drama, this is a must-watch.",4.4,3/26/2022
309,1064,6655,"It was a alright enough movie. I wouldn’t say it was amazing, but it wasn’t bad either.",3.4,8/9/2023
310,1011,3756,"I thought the movie was okay, it was fine, but not mind-blowing.",3.3,10/18/2024
12891,893,23,"I found this movie to be waste of time, disappointing at best.",2.9,3/9/2023
312,1494,1443,I can't say enough about how fantastic this movie was. Don't miss it!,4.2,3/27/2022
313,756,1042,This film was great from beginning to end. Truly an unforgettable experience!,4.9,3/6/2023
314,737,4798,"An nothing special film, but nothing to write home about.",3.7,6/23/2024
315,1388,1805,It felt like a boring experience. The movie was disappointed and boring.,1.7,6/15/2024
316,1114,8652,"I regret watching this. The plot was horrible, and the whole movie felt frustrated.",1.3,2/8/2024
